	10YQR00FX001XQ02	10YCR00FX001XQ02	10YQR00FX901XQ02
26.09.2012 03:24:20.000	98.7914233333333	98.79908	99.7086033333333
26.09.2012 03:24:30.000	98.8007633333333	98.76232	99.43754
26.09.2012 03:24:40.000	98.75586	98.7459733333333	99.55114
26.09.2012 03:24:50.000	98.79012	98.7602766666667	99.5614
26.09.2012 03:25:00.000	98.8324533333333	98.75415	99.4625733333333
26.09.2012 03:25:10.000	98.8087733333333	98.7806966666667	99.2641533333333
26.09.2012 03:25:20.000	98.7627833333333	98.71329	99.2487233333333
26.09.2012 03:25:30.000	98.7204033333333	98.7541433333333	99.51158
26.09.2012 03:25:40.000	98.69616	98.69489	99.6934333333333
26.09.2012 03:25:50.000	98.71736	98.7112466666667	99.7480566666667
26.09.2012 03:26:00.000	98.69366	98.7112466666667	99.2929933333333
26.09.2012 03:26:10.000	98.6968166666667	98.7296233333333	99.3545
26.09.2012 03:26:20.000	98.7251233333333	98.6969566666667	99.3419433333333
26.09.2012 03:26:30.000	98.69528	98.7071533333333	99.25931
26.09.2012 03:26:40.000	98.65314	98.699	99.3289966666667
26.09.2012 03:26:50.000	98.5699533333333	98.64383	99.33234
26.09.2012 03:27:00.000	98.56709	98.6050133333333	99.45039
26.09.2012 03:27:10.000	98.5634766666667	98.50083	99.34938
26.09.2012 03:27:20.000	98.5564766666667	98.5764166666667	99.22242
26.09.2012 03:27:30.000	98.5444166666667	98.5457766666667	99.23776
26.09.2012 03:27:40.000	98.55874	98.5355633333333	99.3170966666667
26.09.2012 03:27:50.000	98.5963066666667	98.5376066666667	99.3591066666667
26.09.2012 03:28:00.000	98.62438	98.57233	99.3291266666667
26.09.2012 03:28:10.000	98.6173266666667	98.5764233333333	99.4853266666667
26.09.2012 03:28:20.000	98.59712	98.5907233333333	99.4632733333333
26.09.2012 03:28:30.000	98.6114	98.6295233333333	99.2445866666667
26.09.2012 03:28:40.000	98.63025	98.64179	99.5557033333333
26.09.2012 03:28:50.000	98.59371	98.6275	99.52361
26.09.2012 03:29:00.000	98.6554366666667	98.6703866666667	99.51132
26.09.2012 03:29:10.000	98.76752	98.6275	99.5615233333333
26.09.2012 03:29:20.000	98.7900966666667	98.69694	99.3861666666667
26.09.2012 03:29:30.000	98.7483166666667	98.7316666666667	99.5714933333333
26.09.2012 03:29:40.000	98.7636633333333	98.74393	99.6194
26.09.2012 03:29:50.000	98.7348466666667	98.7091966666667	99.58767
26.09.2012 03:30:00.000	98.7544433333333	98.6867266666667	99.6596766666667
26.09.2012 03:30:10.000	98.7793366666667	98.7296233333333	99.63535
26.09.2012 03:30:20.000	98.8505533333333	98.82972	99.5721533333333
26.09.2012 03:30:30.000	98.8714033333333	98.8195133333333	99.49183
26.09.2012 03:30:40.000	98.8949233333333	98.8644433333333	99.47907
26.09.2012 03:30:50.000	98.8607266666667	98.83789	99.68951
26.09.2012 03:31:00.000	98.8400866666667	98.8031566666667	99.9066166666667
26.09.2012 03:31:10.000	98.8865966666667	98.8705733333333	99.8000333333333
26.09.2012 03:31:20.000	98.92491	98.9134766666667	99.71753
26.09.2012 03:31:30.000	98.8858466666667	98.891	99.5516533333333
26.09.2012 03:31:40.000	98.85992	98.6009266666667	99.61254
26.09.2012 03:31:50.000	98.9176366666667	98.8869066666667	99.7104666666667
26.09.2012 03:32:00.000	98.9202133333333	98.8644366666667	99.66146
26.09.2012 03:32:10.000	98.91118	98.8358466666667	99.37658
26.09.2012 03:32:20.000	98.9186933333333	98.92164	99.6481433333333
26.09.2012 03:32:30.000	98.9125966666667	98.8848633333333	99.65302
26.09.2012 03:32:40.000	98.9448733333333	98.8889733333333	99.7157233333333
26.09.2012 03:32:50.000	98.9334733333333	98.8583166666667	99.8773933333333
26.09.2012 03:33:00.000	98.97343	98.95432	99.7482666666667
26.09.2012 03:33:10.000	98.9865	98.9584133333333	99.6699966666667
26.09.2012 03:33:20.000	98.9807133333333	98.99313	99.6946133333333
26.09.2012 03:33:30.000	98.94236	98.9686266666667	99.80109
26.09.2012 03:33:40.000	98.94934	98.9441166666667	99.71966
26.09.2012 03:33:50.000	98.96613	98.9339033333333	99.7048333333333
26.09.2012 03:34:00.000	98.9482666666667	98.8889566666667	99.83873
26.09.2012 03:34:10.000	98.93614	98.9482	99.9111666666667
26.09.2012 03:34:20.000	98.9625166666667	98.8930433333333	99.8431633333333
26.09.2012 03:34:30.000	98.9848566666667	98.9665866666667	99.80826
26.09.2012 03:34:40.000	98.9840333333333	98.9829166666667	99.69393
26.09.2012 03:34:50.000	98.8642733333333	98.91552	99.8227066666667
26.09.2012 03:35:00.000	98.8844966666667	98.8399333333333	99.80376
26.09.2012 03:35:10.000	98.8757	98.88488	99.6132233333333
26.09.2012 03:35:20.000	98.8441333333333	98.84606	99.73427
26.09.2012 03:35:30.000	98.8298166666667	98.8317633333333	99.8984133333333
26.09.2012 03:35:40.000	98.9112233333333	98.8869233333333	99.89432
26.09.2012 03:35:50.000	98.8596033333333	98.7929433333333	99.6373533333333
26.09.2012 03:36:00.000	98.9025	98.87671	99.18497
26.09.2012 03:36:10.000	98.9013266666667	98.8419766666667	99.17351
26.09.2012 03:36:20.000	98.84847	98.87671	99.6570733333333
26.09.2012 03:36:30.000	98.84677	98.7684333333333	99.8720466666667
26.09.2012 03:36:40.000	98.9203366666667	98.8624033333333	100.058763333333
26.09.2012 03:36:50.000	98.9305	98.90735	100.01001
26.09.2012 03:37:00.000	98.9182633333333	98.9175633333333	99.8555566666667
26.09.2012 03:37:10.000	98.9787666666667	98.9093833333333	99.84048
26.09.2012 03:37:20.000	98.9718333333333	98.9482	99.6931566666667
26.09.2012 03:37:30.000	98.99992	98.9339033333333	99.62941
26.09.2012 03:37:40.000	99.0051366666667	98.95432	99.6671466666667
26.09.2012 03:37:50.000	98.9095366666667	98.8971366666667	99.4946766666667
26.09.2012 03:38:00.000	98.9520666666667	98.9604566666667	99.5004066666667
26.09.2012 03:38:10.000	98.9629233333333	98.9645333333333	99.60677
26.09.2012 03:38:20.000	98.9208566666667	98.89917	99.7494533333333
26.09.2012 03:38:30.000	98.92242	98.9114333333333	99.8225
26.09.2012 03:38:40.000	98.9908033333333	98.9502366666667	99.8789466666667
26.09.2012 03:38:50.000	98.98326	98.9604566666667	99.8095466666667
26.09.2012 03:39:00.000	99.0535066666667	99.0156166666667	99.82993
26.09.2012 03:39:10.000	99.0180166666667	98.9563633333333	99.4571366666667
26.09.2012 03:39:20.000	98.9478033333333	98.94003	99.6472733333333
26.09.2012 03:39:30.000	98.9451333333333	98.9318533333333	99.7502366666667
26.09.2012 03:39:40.000	98.9867833333333	98.94616	99.73885
26.09.2012 03:39:50.000	99.00101	98.9645333333333	99.7821933333333
